#number of hit, misses and time stayed in Cache for every file
#project: 1, cachesize: 500, blocksize: 500, prefetchsize: 600, cache replacement policy: LRU
file_id,loc,num_load,num_hits,num_misses,duration
0,0,0,0,0,8206541
6142,100,3,0,1,528849
6130,141,2,1,1,368626
6124,24,1,0,0,38671
6120,131,3,0,2,335693
6114,10,1,0,0,50334
6111,88,1,0,0,54372
6108,157,3,0,1,614950
6107,135,3,0,1,205972
6106,78,2,2,1,570767
6105,253,3,2,1,630224
6104,65,2,0,1,293290
6103,252,3,4,1,630224
6102,90,3,0,1,237439
6101,173,3,0,1,628698
6096,416,1,1,0,54741
6091,36,1,0,0,80682
6089,127,3,0,1,251901
6083,12,1,0,0,90757
6082,75,3,0,1,605198
6081,83,4,0,1,708916
6080,142,3,0,1,195613
6074,78,3,0,1,405402
6062,23,1,0,0,136633
6055,77,2,3,1,479839
6050,9,1,0,0,145623
6049,153,2,1,0,603355
6048,111,4,3,1,766215
6035,66,2,0,0,612393
6034,54,1,0,0,165504
6028,10,1,0,0,167315
6015,19,1,0,0,190127
6014,19,1,0,0,190127
6013,19,1,0,0,190127
6012,19,1,0,0,190127
6001,116,2,12,0,660059
5999,380,3,7,1,662858
5998,691,3,8,1,661489
5997,574,3,3,1,661489
5996,106,4,0,1,824349
5995,497,3,12,1,695003
5994,115,4,1,1,824349
5989,18,1,0,0,207295
5986,291,2,0,1,637833
5972,160,1,0,0,276605
5969,26,2,0,0,505815
5967,126,3,0,2,902964
5962,10,1,0,0,346929
5955,10,1,0,0,347202
5954,10,1,0,0,347202
5940,379,1,1,1,373101
5934,83,1,1,0,381442
5920,10,1,0,0,381588
5916,63,1,0,0,377323
5909,10,1,0,0,385814
5908,10,1,0,0,385814
5905,54,2,2,0,702910
5868,9,1,0,0,414855
5867,9,1,0,0,414855
5866,9,1,0,0,414855
5865,9,1,0,0,414855
5864,9,1,0,0,414855
5863,9,1,0,0,414855
5862,9,1,0,0,414855
5861,9,1,0,0,414855
5860,9,1,0,0,414855
5859,9,1,0,0,414855
5858,9,1,0,0,414855
5857,9,1,0,0,414855
5678,10,1,0,0,456663
5677,9,1,0,0,416330
5676,9,1,0,0,416330
5675,10,1,0,0,456663
5674,9,1,0,0,416330
5673,10,1,0,0,456663
5672,9,1,0,0,416330
5671,9,1,0,0,416330
5670,10,1,0,0,434132
5669,10,1,0,0,443829
5668,10,1,0,0,432400
5667,9,1,0,0,416330
5666,10,1,0,0,435322
5665,9,1,0,0,416330
5664,9,1,0,0,416330
5663,9,1,0,0,416330
5662,10,1,0,0,435322
5661,9,1,0,0,416330
5660,10,1,0,0,435322
5659,9,1,0,0,416330
5658,9,1,0,0,416330
5657,9,1,0,0,416330
5656,9,1,0,0,416330
5655,9,1,0,0,416330
5654,12,1,0,0,416330
5653,9,1,0,0,416330
5652,9,1,0,0,416330
5651,10,1,0,0,435322
5650,9,1,0,0,416330
5649,9,1,0,0,416330
5648,9,1,0,0,416330
5647,9,1,0,0,416330
5646,9,1,0,0,416330
5645,9,1,0,0,416330
