#number of hit, misses and time stayed in Cache for every file
#project: 1, cachesize: 11680, blocksize: 11680, prefetchsize: 1168, cache replacement policy: LRU
file_id,loc,num_load,num_hits,num_misses,duration
0,0,0,0,0,7921059
91860,-1,3,0,0,4232100
91859,-1,3,2,0,4232100
91858,-1,3,0,0,4238107
91857,-1,3,0,0,4238107
91856,-1,3,0,0,4238107
91855,-1,3,0,0,4238107
91437,-1,3,0,0,4249221
91436,-1,3,0,0,4249221
91435,-1,3,1,0,4252451
91434,-1,3,0,0,4252451
91433,-1,3,1,0,4252451
91432,-1,3,1,0,4252451
91431,-1,3,1,0,4253709
91376,-1,5,0,0,3670882
91375,-1,5,0,0,3670882
91374,-1,5,1,0,3670882
91373,-1,5,1,0,3670882
91372,-1,5,1,0,3670882
91371,-1,5,1,0,3670882
91370,-1,5,1,0,3670882
91369,-1,5,1,0,3670882
91368,-1,5,1,0,3670882
91367,-1,5,1,0,3670882
91365,-1,5,0,0,3670882
91364,-1,5,0,0,3670882
91363,-1,5,0,0,3670882
91362,-1,5,0,0,3670882
91361,-1,5,0,0,3670882
91360,-1,5,0,0,3670882
91359,-1,5,0,0,3670882
91358,-1,5,0,0,3670882
91357,-1,5,0,0,3670882
91350,-1,6,0,0,3930681
91349,-1,6,0,0,3930681
91348,-1,6,0,0,3930681
91347,-1,6,0,0,3930681
91346,-1,6,0,0,3930681
91337,-1,6,0,0,3930681
91336,-1,6,0,0,3930681
91329,-1,4,1,0,4228970
91323,-1,3,1,1,4274017
91312,-1,6,0,0,3937765
91310,-1,3,1,0,4280641
91248,-1,3,1,0,4293490
91247,-1,3,1,0,4293490
91246,-1,3,1,0,4293490
91245,-1,3,1,0,4293490
91244,-1,3,1,0,4293490
91243,-1,3,1,0,4293490
91242,-1,3,1,0,4293490
91241,-1,3,1,0,4293490
91240,-1,3,1,0,4293490
91239,-1,3,1,0,4293490
91238,-1,3,1,0,4293490
91237,-1,3,1,0,4293490
91236,-1,3,1,0,4293490
91235,-1,3,1,0,4293490
91234,-1,3,1,0,4293490
91233,-1,3,1,0,4293490
91232,-1,3,4,0,4293490
91231,-1,3,1,0,4293490
91230,-1,3,1,0,4293490
91229,-1,3,1,0,4293490
91228,-1,3,8,0,4293490
91227,-1,3,2,0,4293490
91226,-1,3,1,0,4293490
91225,-1,3,1,0,4293490
91224,-1,3,1,0,4293490
91223,-1,3,1,0,4293490
91222,-1,3,1,0,4293490
91221,-1,3,2,0,4293490
91220,-1,3,1,0,4293490
91219,-1,3,1,0,4293490
91218,-1,3,1,0,4293490
91217,-1,3,1,0,4293490
91216,-1,3,1,0,4293490
91215,-1,3,1,0,4293490
91214,-1,3,1,0,4293490
91213,-1,3,1,0,4293490
91212,-1,3,1,0,4293490
91211,-1,3,4,0,4293490
91210,-1,3,1,0,4293490
91209,-1,5,1,0,4037731
91208,-1,3,1,0,4293490
91207,-1,3,1,0,4293490
91206,-1,3,1,0,4293490
91205,-1,3,1,0,4293490
91204,-1,3,1,0,4293490
91203,-1,3,1,0,4293490
91202,-1,3,1,0,4293490
91201,-1,3,1,0,4293490
91200,-1,3,3,0,4293490
91199,-1,3,1,0,4293490
91198,-1,3,3,0,4293490
91197,-1,3,1,0,4293490
91196,-1,3,1,0,4293490
91195,-1,3,1,0,4293490
91194,-1,3,1,0,4293490
91193,-1,3,1,0,4293490
91192,-1,3,1,0,4293490
91191,-1,3,1,0,4293490
91190,-1,3,1,0,4293490
91189,-1,3,1,0,4293490
91188,-1,3,1,0,4293490
91187,-1,3,1,0,4293490
91186,-1,3,1,0,4293490
91185,-1,3,1,0,4293490
91184,-1,3,1,0,4293490
91183,-1,3,1,0,4293490
91182,-1,3,2,0,4293490
91181,-1,3,1,0,4293490
91180,-1,3,1,0,4293490
91179,-1,3,1,0,4293490
91178,-1,3,1,0,4293490
91177,-1,3,1,0,4293490
91176,-1,3,1,0,4293490
91175,-1,3,1,0,4293490
91174,-1,3,1,0,4293490
91173,-1,3,1,0,4293490
91172,-1,3,1,0,4293490
91171,-1,3,1,0,4293490
91170,-1,3,1,0,4293490
91169,-1,3,1,0,4293490
91168,-1,3,1,0,4293490
91167,-1,3,1,0,4293490
91166,-1,3,1,0,4293490
91165,-1,3,3,0,4293490
91164,-1,3,1,0,4293490
91163,-1,3,1,0,4293490
91162,-1,3,1,0,4293490
91161,-1,3,1,0,4293490
91160,-1,3,1,0,4293490
91159,-1,3,1,0,4293490
91158,-1,3,1,0,4293490
91157,-1,3,1,0,4293490
91156,-1,3,1,0,4293490
