#number of hit, misses and time stayed in Cache for every file
#project: 1, cachesize: 500, blocksize: 500, prefetchsize: 600, cache replacement policy: LRU
file_id,loc,num_load,num_hits,num_misses,duration
0,0,0,0,0,7921059
91861,-1,9,0,0,16203
91860,-1,792,0,0,484619
91859,-1,792,1,1,488495
91858,-1,797,0,0,515687
91857,-1,797,0,0,515330
91856,-1,797,0,0,515342
91855,-1,797,0,0,515330
91437,-1,797,0,0,521956
91436,-1,797,0,0,521956
91435,-1,794,0,1,432799
91434,-1,790,0,0,476260
91433,-1,787,0,1,445702
91432,-1,787,0,1,445702
91431,-1,791,0,1,483744
91430,-1,9,0,0,7339
91429,-1,9,0,0,7339
91427,-1,9,0,0,7339
91426,-1,9,0,0,7339
91424,-1,9,0,0,7602
91423,-1,9,0,0,7602
91422,-1,9,0,0,7602
91421,-1,9,0,0,7602
91420,-1,9,0,0,7602
91419,-1,9,0,0,7602
91418,-1,9,0,0,7602
91417,-1,9,0,0,7602
91416,-1,9,0,0,7602
91414,-1,9,0,0,7602
91413,-1,9,0,0,7602
91412,-1,9,0,0,7602
91411,-1,9,0,0,7602
91410,-1,9,0,0,7602
91409,-1,9,0,0,7602
91408,-1,9,0,0,7602
91407,-1,9,0,0,7602
91406,-1,9,0,0,7602
91404,-1,9,0,0,7606
91403,-1,9,0,0,7606
91401,-1,9,0,0,7606
91400,-1,9,0,0,7606
91399,-1,9,0,0,7606
91398,-1,9,0,0,7606
91397,-1,9,0,0,7606
91395,-1,9,0,0,7612
91393,-1,9,0,0,7612
91391,-1,10,0,0,9148
91390,-1,10,0,0,9148
91388,-1,10,0,0,9148
91387,-1,10,0,0,9148
91385,-1,9,0,0,9213
91384,-1,9,0,0,9213
91382,-1,10,0,0,10653
91380,-1,10,0,0,10653
91376,-1,131,0,0,152613
91375,-1,131,0,0,152613
91374,-1,143,0,1,169881
91373,-1,143,0,1,169865
91372,-1,143,0,1,169865
91371,-1,143,0,1,169865
91370,-1,143,0,1,169865
91369,-1,143,0,1,169865
91368,-1,143,0,1,169865
91367,-1,143,0,1,169858
91365,-1,131,0,0,152573
91364,-1,131,0,0,152573
91363,-1,131,0,0,152497
91362,-1,131,0,0,152491
91361,-1,131,0,0,152491
91360,-1,131,0,0,152491
91359,-1,131,0,0,151410
91358,-1,131,0,0,152487
91357,-1,131,0,0,151409
91355,-1,10,0,0,20486
91354,-1,10,0,0,20486
91353,-1,10,0,0,20486
91352,-1,10,0,0,20486
91351,-1,10,0,0,20486
91350,-1,132,0,0,154287
91349,-1,132,0,0,154167
91348,-1,132,0,0,154243
91347,-1,132,0,0,154116
91346,-1,132,0,0,154116
91343,-1,10,0,0,20467
91342,-1,10,0,0,20467
91341,-1,10,0,0,20467
91340,-1,10,0,0,20467
91339,-1,10,0,0,20467
91337,-1,132,0,0,154116
91336,-1,132,0,0,154116
91333,-1,10,0,0,20467
91332,-1,10,0,0,20467
91329,-1,802,1,0,559098
91328,15,1,0,0,1417
91327,15,1,0,0,1417
91326,30,1,0,0,1417
91323,-1,788,0,2,410652
91322,-1,31,0,1,133742
91321,-1,9,0,0,8463
91320,-1,9,0,0,8463
91319,-1,4,0,0,21895
91318,-1,11,0,0,21896
91317,-1,10,0,0,15654
91316,-1,10,0,0,15654
91315,-1,10,0,0,15654
91314,-1,2,0,0,20269
91313,-1,9,0,0,7084
91312,-1,132,0,0,161200
91311,-1,9,0,0,7084
91310,-1,792,0,1,410882
91309,-1,9,0,0,8845
91308,-1,9,0,0,8845
91307,-1,9,0,0,8845
91306,-1,11,0,0,10173
91305,-1,11,0,0,10173
91304,-1,11,0,0,10708
91303,-1,12,0,0,18330
91301,-1,12,0,0,18330
91300,-1,12,0,0,18330
91299,-1,12,0,0,18330
91298,-1,12,0,0,18330
91296,-1,11,0,0,10708
91295,-1,11,0,0,10708
91294,-1,11,0,0,10708
