#number of hit, misses and time stayed in Cache for every file
#project: 1, cachesize: 500, blocksize: 500, prefetchsize: 600, cache replacement policy: LRU
file_id,loc,num_load,num_hits,num_misses,duration
0,0,0,0,0,4910488
147451,70,1,0,0,46188
147450,62,2,0,1,64436
147449,70,1,0,0,46188
147447,297,2,0,1,67607
147444,66,1,0,0,48608
147435,84,1,1,1,48778
147434,62,1,0,0,48608
147431,62,1,0,0,47132
147430,126,1,0,0,47132
147428,71,2,0,1,75846
147425,113,2,1,1,92176
147424,68,1,0,0,47555
147423,102,1,1,0,48605
147422,33,1,1,0,48605
147421,186,1,0,0,47758
147419,140,1,0,0,48651
147418,37,1,0,0,48651
49116,295,1,0,0,12104
147417,185,1,0,1,49037
147415,483,1,0,1,49037
147414,39,1,0,0,49116
147413,310,1,0,1,49116
98262,342,1,0,0,3748
147412,79,1,0,0,49125
147410,421,1,0,0,49125
147409,110,1,0,0,50348
147408,108,1,0,0,50348
147396,71,1,0,0,50488
147394,70,1,0,0,50488
147391,126,1,0,0,50488
147389,215,1,0,0,50488
147388,126,2,0,1,79084
98236,360,1,0,0,3748
147386,297,2,0,0,79106
147385,306,2,0,0,105280
147381,156,1,0,0,50488
147380,746,1,0,0,50488
147377,162,2,0,1,101635
147376,176,1,0,0,50488
147375,85,1,0,0,50488
147374,142,1,0,0,50488
147372,100,1,0,0,50473
147371,165,1,0,0,50473
147370,114,1,0,0,50488
147369,121,1,0,0,50488
147368,62,1,0,0,50488
147367,57,1,0,0,50510
49064,205,1,0,0,12752
98215,777,1,0,0,0
147364,52,1,0,0,50473
49061,207,1,0,0,12752
147362,930,5,2,4,239189
147361,292,1,0,0,50473
49058,231,1,0,0,12133
147359,181,1,0,0,59321
147358,303,1,0,0,50473
49055,268,1,0,0,12104
147356,142,1,1,1,50153
147355,31,1,0,1,50153
147353,319,1,0,1,50154
147352,52,2,0,1,103495
147351,241,2,1,2,103436
147350,248,1,1,1,50260
147349,674,1,0,0,52356
147348,81,1,0,1,52367
49043,431,1,0,0,7900
147338,541,1,5,1,146978
49031,576,1,0,0,0
49030,239,1,0,0,12104
49028,344,1,0,0,11863
147328,79,2,0,1,94052
147327,392,2,1,2,115211
147326,612,2,0,2,100823
147325,221,1,0,1,50605
49018,494,1,0,0,4737
147316,189,2,0,2,99722
147315,58,1,0,0,50615
147314,40,1,0,0,50723
147313,188,1,0,0,50638
147310,41,1,0,0,50638
147309,53,1,0,1,51512
147308,519,2,0,2,101325
147307,150,1,0,1,51470
147306,260,1,0,1,51470
147305,61,1,0,1,52175
147304,99,1,0,1,52173
147302,52,1,0,0,55072
147294,49,1,0,0,54801
147284,117,1,0,1,54801
98132,554,1,0,0,0
98127,1774,1,0,0,0
147276,85,2,0,1,99867
48974,226,1,0,0,12133
98124,428,1,0,0,3748
48972,245,1,0,0,12104
147272,222,1,0,0,56162
48964,254,1,0,0,12104
147263,149,1,0,1,56266
48961,457,1,0,0,4924
48954,1306,1,0,0,0
147254,182,5,1,4,194088
98102,525,1,0,0,374
147252,243,2,0,1,122715
147251,212,2,2,2,194279
147250,30,1,0,0,56266
98094,308,1,0,0,3748
98093,210,1,0,0,14807
147242,1076,5,1,4,201879
48934,293,1,0,0,12104
98084,325,1,0,0,3748
147233,52,3,0,2,175793
48931,230,1,0,0,12133
98082,213,1,0,0,12165
147232,450,2,0,2,125264
48930,260,1,0,0,12104
147230,338,1,0,1,56266
147229,192,1,0,1,56266
98072,231,1,0,0,9303
147219,1188,2,3,1,199473
147218,30,1,0,0,56266
147210,190,2,0,2,106158
147208,163,1,0,1,56266
147198,298,2,0,1,105324
147197,144,1,0,1,56266
147196,539,4,0,3,171743
147195,93,1,0,0,60558
147194,40,1,0,0,61295
147193,899,2,0,1,112034
147192,1571,1,0,0,61543
147191,78,1,0,0,61433
147181,61,1,0,1,61457
147171,148,1,0,1,63251
147169,234,2,2,2,115349
147168,229,1,0,1,63251
147166,69,2,1,0,131330
147165,83,2,1,0,130370
147164,79,1,0,0,65357
147163,51,1,1,0,65818
147162,63,1,1,0,65814
48860,316,1,0,0,11863
147159,102,1,0,0,66410
147158,61,1,0,0,66411
147157,97,1,0,0,67820
147156,113,1,0,0,64857
147155,135,2,0,0,106439
48853,486,1,0,0,4737
98004,304,1,0,0,3748
147154,54,1,0,0,66411
48846,217,1,0,0,12548
147136,85,2,0,1,84075
147135,71,1,0,0,67828
147134,25,1,0,0,66413
147133,202,2,0,1,79732
147132,60,2,0,1,78323
147131,65,1,0,0,66410
147130,86,1,0,0,66410
97976,914,1,0,0,0
97962,387,1,0,0,3748
147112,115,2,1,1,125408
48810,201,1,0,0,13606
147111,62,1,1,0,67590
147110,111,1,4,0,73427
48807,257,1,0,0,12104
97952,428,1,0,0,3748
147102,78,1,2,0,72377
147101,262,2,5,2,125478
147090,168,1,1,1,72377
147087,752,2,0,1,95812
147086,1027,2,1,1,90605
147076,110,1,0,1,64914
147075,627,2,2,0,116699
147074,70,1,0,0,65640
147073,181,1,1,0,69996
147072,210,2,1,2,120819
97914,485,1,0,0,2949
97912,246,1,0,0,4116
147061,175,2,0,1,82962
147058,71,1,0,0,64904
147057,216,1,0,1,67080
147056,192,1,0,1,67080
97905,230,1,0,0,9303
147055,44,1,0,1,65621
147047,77,1,0,1,65621
147046,98,1,0,1,65621
